Program	fastqFile	Computer	readsInFastq	extractionSize	readsExtracted	Replicate	Threads	ElapsedTime	CPUKernTime	CPUserTime	MaxResidentMemoryInKb	PercentCPU
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	1.00	123.39	16.54	18.28	18916.00	28%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	1.00	116.22	15.98	16.94	18876.00	28%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	1.00	129.25	25.24	56.04	64820.00	62%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	2.00	125.71	18.61	48.31	62060.00	53%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	3.00	125.19	20.12	47.54	62032.00	54%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	1.00	123.18	16.16	18.82	18920.00	28%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	7.00	1.00	119.84	16.36	16.58	18768.00	27%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	1.00	129.74	26.28	55.06	65128.00	62%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	2.00	130.60	19.00	48.42	63268.00	51%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	3.00	122.41	18.91	48.19	63772.00	54%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	1.00	118.33	16.79	17.84	18864.00	29%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	8.00	1.00	126.46	16.62	16.45	18888.00	26%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	1.00	126.85	24.78	55.40	64172.00	63%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	2.00	130.94	20.21	47.88	62696.00	52%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	3.00	127.74	19.13	48.42	62160.00	52%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	1.00	118.89	16.50	18.29	18872.00	29%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	9.00	1.00	119.09	16.02	16.98	18820.00	27%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	1.00	134.09	24.48	55.00	64600.00	59%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	2.00	121.63	19.53	47.34	63572.00	54%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	3.00	116.98	19.36	47.78	62888.00	57%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	1.00	119.71	16.22	18.45	18908.00	28%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	10.00	1.00	113.71	16.04	16.86	18868.00	28%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	1.00	167.37	24.81	54.60	66500.00	47%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	2.00	153.98	21.66	49.91	64200.00	46%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	3.00	149.55	20.76	50.84	63760.00	47%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	1.00	147.19	18.25	19.53	27180.00	25%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	1.00	1.00	138.95	18.07	17.87	27028.00	25%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	1.00	156.03	26.17	56.69	67096.00	53%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	2.00	160.66	21.37	51.57	64104.00	45%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	3.00	147.38	20.71	50.69	63392.00	48%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	1.00	141.71	18.31	19.48	27204.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	2.00	1.00	137.80	17.68	18.26	27068.00	26%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	1.00	160.87	24.92	56.81	67744.00	50%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	2.00	152.56	21.04	50.44	63424.00	46%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	3.00	152.17	20.94	50.40	63204.00	46%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	1.00	144.33	17.96	19.63	27112.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	3.00	1.00	139.40	17.83	18.46	27160.00	26%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	1.00	153.00	26.02	56.50	67664.00	53%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	2.00	155.88	20.63	51.14	63676.00	46%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	3.00	151.46	20.48	51.01	63152.00	47%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	1.00	140.49	18.70	19.04	27180.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	4.00	1.00	142.46	18.07	17.66	27184.00	25%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	1.00	153.60	26.37	56.77	67476.00	54%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	2.00	149.25	21.10	50.54	63852.00	48%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	3.00	153.35	21.75	50.57	66108.00	47%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	1.00	146.95	18.33	19.86	27268.00	25%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	5.00	1.00	142.93	17.90	18.03	27204.00	25%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	1.00	151.70	25.18	56.41	67828.00	53%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	2.00	151.82	21.27	50.25	64476.00	47%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	3.00	145.44	21.14	50.65	63204.00	49%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	1.00	145.31	18.12	19.68	27112.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	6.00	1.00	142.34	17.93	17.97	27276.00	25%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	1.00	158.44	26.09	55.24	69444.00	51%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	2.00	148.29	21.11	50.17	64120.00	48%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	3.00	150.73	21.04	50.28	63160.00	47%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	1.00	140.25	17.97	19.50	27216.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	7.00	1.00	147.04	17.86	18.48	27152.00	24%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	1.00	151.49	27.03	56.36	66964.00	55%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	2.00	152.10	21.01	50.59	63344.00	47%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	3.00	155.59	21.21	50.81	63912.00	46%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	1.00	141.02	18.18	19.66	27256.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	8.00	1.00	141.04	18.19	18.09	27208.00	25%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	1.00	157.58	25.64	57.01	67792.00	52%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	2.00	154.82	21.38	51.18	63560.00	46%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	3.00	157.05	21.40	50.54	63148.00	45%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	1.00	141.61	18.14	19.66	27184.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	9.00	1.00	145.88	18.22	18.53	27228.00	25%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	1.00	156.48	25.36	56.86	68156.00	52%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	2.00	145.01	21.37	49.71	63840.00	49%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	3.00	146.42	21.37	50.54	62776.00	49%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	1.00	140.53	18.50	19.06	27124.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	311795.00	311795.00	10.00	1.00	142.94	17.95	18.46	27312.00	25%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	1.00	203.82	29.57	60.43	114528.00	44%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	2.00	183.86	24.13	56.58	110700.00	43%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	3.00	185.75	25.17	55.67	107656.00	43%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	1.00	166.33	21.59	21.24	36676.00	25%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	1.00	1.00	159.80	21.28	18.69	36700.00	25%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	1.00	189.44	28.95	61.17	116400.00	47%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	2.00	180.08	24.00	56.02	109216.00	44%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	3.00	184.80	24.34	56.69	111224.00	43%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	1.00	159.59	20.84	20.99	36548.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	2.00	1.00	166.10	20.98	18.75	36600.00	23%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	1.00	191.42	30.01	59.75	116436.00	46%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	2.00	190.79	24.78	55.54	110028.00	42%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	3.00	187.05	24.49	56.46	108532.00	43%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	1.00	162.87	19.98	21.61	36536.00	25%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	3.00	1.00	164.24	20.24	19.39	36580.00	24%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	1.00	196.13	30.09	60.31	110056.00	46%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	2.00	195.70	24.61	56.69	109592.00	41%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	3.00	182.62	24.55	55.80	108664.00	44%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	1.00	165.44	20.83	21.02	36592.00	25%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	4.00	1.00	165.37	20.64	19.69	36560.00	24%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	1.00	196.73	28.91	60.89	115456.00	45%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	2.00	186.35	25.36	55.94	111292.00	43%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	3.00	190.20	25.46	56.62	109008.00	43%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	1.00	172.60	20.84	21.11	36476.00	24%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	5.00	1.00	179.22	20.38	19.24	36516.00	22%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	1.00	183.85	29.56	60.59	112800.00	49%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	2.00	182.27	24.76	55.12	109364.00	43%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	3.00	183.60	24.77	55.86	109804.00	43%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	1.00	170.65	20.41	21.21	36560.00	24%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	6.00	1.00	168.82	20.62	18.86	36588.00	23%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	1.00	192.18	29.19	60.92	117776.00	46%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	2.00	190.79	24.92	55.94	109256.00	42%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	3.00	182.46	24.86	56.09	109016.00	44%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	1.00	159.85	20.66	21.62	36628.00	26%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	7.00	1.00	166.41	20.51	19.10	36596.00	23%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	1.00	191.66	29.22	60.78	115224.00	46%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	2.00	188.90	24.45	54.93	109820.00	42%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	3.00	183.91	25.00	55.86	109892.00	43%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	1.00	167.94	20.51	21.19	36552.00	24%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	8.00	1.00	163.77	21.34	18.40	36588.00	24%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	1.00	196.81	29.42	60.70	113244.00	45%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	2.00	190.23	24.55	55.37	109660.00	42%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	3.00	185.28	25.04	55.09	111424.00	43%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	1.00	172.43	21.52	20.46	36696.00	24%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	9.00	1.00	162.21	21.18	18.53	36560.00	24%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	1.00	197.17	29.03	60.93	119112.00	45%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	2.00	192.34	24.18	56.27	109160.00	41%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	3.00	186.09	24.69	55.83	108260.00	43%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	1.00	163.46	20.26	21.88	36592.00	25%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	445420.00	445420.00	10.00	1.00	171.08	20.46	19.29	36600.00	23%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	1.00	229.55	28.85	61.07	106224.00	39%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	2.00	210.37	25.65	58.99	102672.00	40%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	3.00	204.39	25.51	59.26	101424.00	41%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	1.00	194.00	22.35	23.58	46932.00	23%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	1.00	1.00	204.55	22.83	20.99	46976.00	21%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	1.00	218.77	29.13	61.25	115572.00	41%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	2.00	213.96	25.90	59.56	102612.00	39%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	3.00	210.34	26.25	58.87	101520.00	40%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	1.00	193.46	21.71	23.56	46908.00	23%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	2.00	1.00	201.24	22.24	21.68	46860.00	21%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	1.00	212.06	27.91	61.39	111396.00	42%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	2.00	215.57	25.38	59.50	103320.00	39%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	3.00	212.35	25.88	58.74	103084.00	39%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	1.00	188.70	22.67	22.82	46904.00	24%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	3.00	1.00	204.34	22.55	21.55	46928.00	21%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	1.00	221.39	27.02	63.04	110620.00	40%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	2.00	216.79	25.32	59.41	103536.00	39%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	3.00	209.43	25.82	59.15	101944.00	40%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	1.00	189.80	22.27	23.08	46908.00	23%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	4.00	1.00	201.52	22.65	21.35	46968.00	21%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	1.00	226.08	28.75	62.53	109092.00	40%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	2.00	216.55	25.22	60.86	103888.00	39%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	3.00	208.96	25.76	58.75	104132.00	40%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	1.00	192.42	21.57	23.72	46792.00	23%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	5.00	1.00	201.18	22.44	21.50	46980.00	21%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	1.00	222.64	28.32	62.45	111956.00	40%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	2.00	212.37	25.24	59.47	103096.00	39%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	3.00	211.14	26.36	59.65	105092.00	40%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	1.00	191.76	21.89	23.54	46972.00	23%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	6.00	1.00	206.79	23.09	21.04	46772.00	21%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	1.00	218.04	28.42	60.64	104884.00	40%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	2.00	213.96	25.52	59.24	102496.00	39%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	3.00	211.78	25.80	59.35	103628.00	40%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	1.00	190.85	21.86	23.60	46876.00	23%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	7.00	1.00	201.52	22.63	21.41	47044.00	21%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	8.00	1.00	224.24	28.14	61.45	108404.00	39%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	534505.00	534505.00	8.00	2.00	209.91	25.43	58.74	100936.00	40%
